14,2,4,1.3,4,4.5,16,2,300
14,4,8,1.6,6,15,32,2,300
14,4,8,1.8,8,15,32,2,300
14,2,4,1.2,4,4.5,16,2,300
14,2,2,1.5,2,15,16,2,100
22,2,2,2.4,2,35,32,2,650
14,2,4,1.9,2,15,16,2,300
14,2,4,2.1,2,15,32,2,300
14,4,4,1.6,2,6,8,2,400
14,4,4,1.6,2,6,8,2,400
22,4,4,2.17,2,7.5,8,2,313
22,4,4,2.16,2,7.5,8,2,313
22,4,4,2.16,2,7.5,8,2,313
14,4,4,1.1,2,6,8,2,200
14,2,4,1.5,2,6,16,2,300
14,2,4,1.6,2,6,16,2,300
14,2,4,1.5,2,6,16,2,300
14,2,4,2.3,2,15,32,2,300
14,2,2,1.9,2,15,16,2,100
22,2,2,1.2,2,11.5,16,2,200
22,2,2,2.4,2,37,32,2,400
22,2,2,1.7,2,15,16,2,200
22,2,2,2.3,2,37,32,2,400
22,2,2,1.8,2,17,32,2,350
22,2,2,2.5,2,35,32,2,650
22,2,2,1.9,2,17,32,2,350
22,4,4,2.41,2,10,8,2,688
22,2,2,1.6,1,4.5,4,1,313
22,2,2,1.58,1,4.3,4,1,313
22,2,2,1.58,1,4.5,4,1,311
22,2,2,2.16,1,7.5,8,2,313
22,2,2,2.16,1,7.5,8,2,311
22,4,4,1.83,2,7.5,8,2,313
22,4,4,1.83,2,7.5,8,2,313
14,4,4,1.1,2,6,8,2,200
14,2,2,1.1,2,6,8,2,200
14,4,4,1.6,2,6,8,2,320
14,4,4,1.6,2,6,8,2,320
14,2,2,1.6,2,6,8,2,320
14,2,2,1.6,2,6,8,2,320
14,2,2,1.04,2,4,8,2,320
14,2,2,1.04,2,4,8,2,320
14,2,2,1.7,2,15,16,2,300
14,2,2,1.7,2,15,16,2,100
14,2,2,1.9,2,15,16,2,300
14,2,2,1.6,2,15,32,2,300
14,2,2,2,2,15,32,2,300
14,2,2,1.8,2,15,32,2,300
14,2,2,2.2,2,15,32,2,300
14,2,4,1.2,4,4.5,16,2,300
14,2,4,2.5,3,15,32,2,300
14,2,4,2.2,4,15,32,2,300
14,4,4,2.5,6,45,64,2,350
14,2,4,2.6,3,15,32,2,300
14,2,4,2.3,4,15,32,2,300
22,4,8,2.9,8,55,32,2,650
22,4,8,3,8,55,32,2,650
14,4,8,1.9,8,15,32,2,300
14,4,8,1.7,6,15,32,2,300
14,2,4,2.7,4,15,32,2,300
14,2,4,2.4,4,15,32,2,300
14,2,4,2.8,4,15,32,2,300
14,2,4,2.5,4,15,32,2,300
14,4,8,2.8,6,45,64,2,350
14,4,8,2.9,8,45,64,2,350
14,4,8,2.9,8,45,64,2,350
14,4,8,3.1,8,45,64,2,350
32,2,4,1.6,1,3.5,2.44,1,400
32,2,4,1.86,1,6.5,4.88,1,640
45,1,2,1.66,0.5,6.5,2,1,200
14,4,8,3,8,45,64,2,350
14,4,8,3.1,8,45,64,2,350
14,4,8,2.8,8,45,64,2,350
14,4,8,2.8,8,45,64,2,350
14,4,8,2.9,8,45,64,2,350
14,4,8,2.9,8,45,64,2,350
14,4,8,3,8,45,64,2,350
22,2,2,1.8,2,35,32,2,650
22,2,4,1.6,3,11.5,16,2,200
22,2,4,3,4,28,16,2,200
14,2,4,2.2,3,15,16,2,300
14,2,4,1.6,3,15,16,2,300
14,2,4,2.7,3,28,16,2,300
14,2,4,2.9,3,28,16,2,300
14,2,4,2.3,3,15,16,2,300
14,2,4,3.1,4,47,32,2,300
14,2,4,1.8,3,15,16,2,300
14,2,4,2,3,15,16,2,300
14,2,4,2.1,3,15,16,2,300
14,2,4,2.1,3,15,16,2,300
14,2,4,2.2,3,15,16,2,300
14,2,4,2.5,3,28,16,2,300
14,2,4,0.8,4,4.5,16,2,300
14,2,4,0.9,4,4.5,16,2,300
14,2,4,1.1,4,4.5,16,2,300
14,2,4,1.2,4,4.5,16,2,300
22,2,4,2.8,4,28,16,2,200
22,2,4,1.5,4,15,16,2,200
22,2,4,2,4,15,16,2,200
22,2,4,1.8,4,15,16,2,200
22,2,4,1.7,4,15,16,2,200
22,2,4,1.7,4,11.5,16,2,200
22,2,4,2.1,4,15,16,2,200
22,2,4,2.9,4,37,32,2,400
22,4,8,2.2,6,47,32,2,200
22,4,8,2.1,6,47,32,2,200
22,4,8,2,6,47,32,2,200
22,4,8,2.4,6,37,32,2,400
22,4,8,2.6,6,47,32,2,400
22,4,8,2.3,6,37,32,2,400
22,4,8,2.3,6,37,32,2,400
22,4,8,2.5,6,47,32,2,400
22,4,8,2.5,6,47,32,2,400
22,4,8,2.2,6,37,32,2,400
22,4,8,2.4,6,47,32,2,400
22,4,8,2.4,6,47,32,2,400
22,4,8,2.5,6,47,32,2,200
22,4,8,2.4,6,47,32,2,200
22,4,8,2.3,6,47,32,2,200
22,4,8,2.8,6,47,32,2,400
22,4,8,2.7,6,47,32,2,400
22,4,8,2.8,6,47,32,2,200
22,4,8,2.6,6,47,32,2,200
22,4,8,2.4,6,47,32,2,200
22,4,8,2.9,8,47,32,2,400
22,4,8,2.8,8,47,32,2,400
22,2,4,2.6,3,28,16,2,200
22,2,4,2.6,3,28,16,2,200
22,2,4,1.4,3,15,16,2,200
22,2,4,2.4,3,28,16,2,200
22,2,4,1.3,3,15,16,2,200
22,2,4,1.6,3,11.5,16,2,200
22,2,4,1.5,3,11.5,16,2,200
22,2,4,1.7,3,15,16,2,200
22,2,4,2.6,3,37,32,2,400
22,2,4,2.9,3,47,32,2,400
22,2,4,1.6,3,11.5,16,2,200
22,2,4,1.4,3,11.5,16,2,200
22,2,4,1.6,3,15,16,2,200
22,2,4,2.5,3,37,32,2,400
22,2,4,2.8,3,47,32,2,400
22,2,4,1.4,3,15,16,2,200
22,2,4,2.9,3,37,32,2,400
22,2,4,2.8,3,37,32,2,400
22,2,4,2,3,15,16,2,200
22,2,4,2.8,3,28,16,2,200
22,2,4,1.6,3,11.5,16,2,200
22,2,4,1.9,3,15,16,2,200
22,2,4,2.6,3,37,32,2,400
22,2,4,1.9,3,15,16,2,200
22,2,4,1.9,3,15,16,2,200
22,2,4,1.5,3,11.5,16,2,200
22,2,4,1.5,3,11.5,16,2,200
22,2,4,1.3,3,11.5,16,2,200
22,2,4,1.7,3,15,16,2,200
22,2,4,1.7,3,15,16,2,200
22,2,4,2.4,3,37,32,2,400
22,2,4,2,3,28,16,2,200
22,2,4,2,3,15,16,2,200
22,2,4,2.6,3,37,32,2,400
22,2,4,2.5,3,37,32,2,400
22,2,4,1.8,3,15,16,2,200
32,2,4,2.13,3,35,8.79,2,500
32,2,4,2.13,3,35,8,2,500
32,2,4,2.4,3,35,8.3,2,500
32,2,4,2.53,3,35,8,2,500
32,2,4,2.66,4,35,8,2,500
32,2,4,1.33,4,18,8.79,2,166
32,2,4,2.53,4,35,8.79,2,500
32,2,4,2.2,3,35,16.6,2,650
32,2,4,1.4,3,17,16,2,350
32,2,4,2.5,3,35,16.6,2,650
32,2,4,2.6,3,35,16,2,650
32,4,8,2.1,6,45,16.6,2,650
32,4,8,2.4,6,45,32,2,650
32,4,8,2.5,8,45,32,2,650
32,4,8,2.3,8,45,32,2,650
22,2,4,2.4,3,35,32,2,650
22,2,4,2.5,3,35,32,2,650
22,2,4,1.8,3,17,32,2,350
22,2,4,1.9,3,17,32,2,350
22,2,4,2.5,3,35,32,2,650
22,2,4,2.6,3,35,32,2,650
22,2,4,1.7,3,17,32,2,350
22,2,4,2.6,3,35,32,2,650
22,2,4,2.5,3,35,32,2,650
22,2,4,1.8,3,17,32,2,350
22,2,4,2.7,3,35,32,2,650
22,2,4,2.8,3,35,32,2,650
22,2,4,1.8,3,17,32,2,350
22,2,4,2.9,3,35,32,2,650
22,2,4,2.9,4,35,32,2,650
22,2,4,2,4,17,32,2,350
22,2,4,3,4,35,32,2,650
22,4,8,2.3,6,45,32,2,650
22,4,8,2.1,6,35,32,2,650
22,4,8,2.1,6,35,32,2,650
22,4,8,2.3,6,45,32,2,650
22,4,8,2.4,6,45,32,2,650
22,4,8,2.2,6,35,32,2,650
22,2,4,2,4,17,32,2,350
22,2,4,2.1,4,17,32,2,350
22,4,8,2.6,6,45,32,2,650
22,4,8,2.7,6,45,32,2,650
22,4,8,2.7,8,45,32,2,650
22,4,8,2.8,8,45,32,2,650
22,2,2,2,2,37,32,2,400
22,2,2,1.4,2,15,16,2,200
22,2,2,1.4,2,15,16,2,200
22,2,2,2.2,2,37,32,2,400
22,2,2,1.6,2,15,16,2,200
22,2,2,1.9,2,35,32,2,650
22,2,2,1.5,2,17,32,2,350
22,2,2,1.6,2,17,32,2,350
22,2,2,2.1,2,35,32,2,650
32,2,2,1.6,2,35,16.6,2,650
32,2,2,1.1,2,17,16,2,350
32,2,2,1.9,2,35,16,2,650
32,2,2,1.2,2,18,8,2,166
32,2,2,1.06,2,18,8,2,166
32,2,2,1.86,2,35,8,2,500
14,2,4,2.6,4,15,16,2,300
14,2,4,2.2,4,15,16,2,300
14,4,8,2.7,6,47,32,2,300
14,4,8,2.5,6,47,32,2,300
14,4,8,2.7,6,47,32,2,300
14,4,8,2.9,6,47,32,2,300
14,2,4,2.4,4,15,16,2,300
14,2,4,0.9,4,4.5,16,2,300
14,2,4,3.1,4,28,32,2,300
14,2,4,2.9,4,28,32,2,300
14,2,4,1,4,4.5,16,2,300
14,2,4,3,3,35,64,2,350
14,2,4,2.4,3,15,32,2,300
14,2,4,1.1,4,4.5,16,2,300
14,2,4,2.5,4,15,32,2,300
14,2,4,2.6,4,15,32,2,300
14,2,4,2.2,4,15,32,2,300
14,2,4,2.4,4,15,32,2,300
14,4,8,2.6,6,45,64,2,350
14,4,8,2.6,6,45,64,2,350
14,4,8,2.7,8,45,64,2,350
14,4,8,2.7,8,45,64,2,350
14,4,8,2.7,8,45,64,2,350
14,4,8,2.9,8,45,64,2,350
14,4,8,2.8,8,45,64,2,350
14,2,4,1.8,4,15,32,2,300
14,2,4,2.3,3,15,32,2,300
14,2,4,2.4,3,15,32,2,300
14,4,4,2.3,6,45,64,2,350
14,4,4,2.3,6,45,64,2,350
14,2,4,2,4,15,32,2,300
14,4,4,2.6,6,45,64,2,350
14,2,4,2,3,15,32,2,300
14,2,4,2.7,3,28,32,2,300
14,2,4,2.4,3,28,32,2,300
14,2,4,2.3,3,15,32,2,300
14,2,4,2.7,3,35,64,2,350
14,2,4,1.1,4,4.5,16,2,300
14,2,4,1.1,4,4.5,16,2,300
14,2,4,1.2,4,4.5,16,2,300
14,2,4,2,4,15,16,2,300
14,2,4,3.1,4,28,16,2,300
